"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
"PR","en","Jungles -- Fiction;Jungle animals -- Fiction;Feral children -- Fiction;Mowgli (Fictitious character) -- Fiction;Adventure stories, English;Animals -- Fiction;Short stories;India -- Fiction","The Jungle Book","Text","1207","35997","281","https://www.gutenberg.org/ebooks/35997","1865","1936","Kipling, Rudyard","30","April 30, 2011","4","April","2011","9","image/jpeg,text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","9.3","9.28","5.99","4780","6.8","78.59","9.200000000000001","8.0","3.1","0.03561856774496861","0.45371558218819535","4.58","18.0","0.05","237540","582","2819","65060.1","51825"
"","en","","The Sense of Wonder","Text","1207","51296","282","https://www.gutenberg.org/ebooks/51296","1928","2008","Marlowe, Stephen","24","February 24, 2016","2","February","2016","8","text/plain,image/jpeg,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","7.4","9.85","6.35","792","4.4","84.68","6.800000000000001","6.5","3.1","0.03833900463090022","0.4922791244164875","4.83","12.0","0.08","28513","106","489","7807.5","5909"
"NK","en","Pottery -- Marks","China and Pottery Marks","Text","1201","40311","283","https://www.gutenberg.org/ebooks/40311","0","0","Unknown","24","July 24, 2012","7","July","2012","9","image/jpeg,text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","16.1","21.71","6.38","385","6.0","64.37","4.800000000000001","11.0","8.8","-0.02114583801435017","0.34728313785407117","7.13","7.0","0.13","18090","369","321","4016.7","2537"
"PA","en","Fables, Greek -- Translations into English","Aesop's Fables; a new translation","Text","1199","11339","284","https://www.gutenberg.org/ebooks/11339","0","0","Aesop","27","February 27, 2004","2","February","2004","8","application/rdf+xml,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","12.3","8.71","6.31","3770","8.3","79.94","12.0","8.5","3.1","0.07334303530596177","0.48152178188586137","4.43","25.0","0.04","183612","414","1611","51365.7","41425"
"PS","en","Essays","Essays by Ralph Waldo Emerson","Text","1194","16643","285","https://www.gutenberg.org/ebooks/16643","1803","1882","Emerson, Ralph Waldo","4","September 4, 2005","9","September","2005","8","text/html; charset=utf-8,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","11.1","11.31","6.71","12787","7.9","70.13","9.200000000000001","12.0","3.1","0.16306423490518118","0.49218472083171266","4.98","18.0","0.06","461494","3622","5124","132345.0","92705"
"TT","en","Needlework","Encyclopedia of Needlework","Text","1194","20776","286","https://www.gutenberg.org/ebooks/20776","1846","1890","Dillmont, Therese de","8","March 8, 2007","3","March","2007","9","text/html,text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","11.4","10.33","1.59","5361","6.4","85.02","10.0","7.5","3.1","0.02161364065621227","0.31371803818752336","4.76","20.0","0.05","672756","3638","6801","170281.8","141340"
"PR","enm","Christian pilgrims and pilgrimages -- Poetry","Chaucer's Works, Volume 4 (of 7) — The Canterbury Tales","Text","1176","22120","287","https://www.gutenberg.org/ebooks/22120","1342","1400","Chaucer, Geoffrey","22","July 22, 2007","7","July","2007","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","10.6","9.23","5.91","18678","6.8","84.0","10.4","8.0","3.1","0.18497348414866827","0.5488428066768032","4.57","21.0","0.05","1091798","1824","11379","287482.5","239084"
"PS","en","Wolfdogs -- Fiction;Adventure stories;Canada, Northern -- Fiction","White Fang","Text","1174","910","288","https://www.gutenberg.org/ebooks/910","1876","1916","London, Jack","16","March 16, 2005","3","March","2005","7","text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","8.4","9.68","5.89","6871","5.6","81.63","8.0","7.5","3.1","0.040974784782358054","0.42589159549627337","4.7","15.0","0.06","338321","1563","4671","95713.2","72017"
"PS","en","New England -- Social life and customs -- Fiction,Short stories","Mosses from an Old Manse, and Other Stories","Text","1173","512","289","https://www.gutenberg.org/ebooks/512","1804","1864","Hawthorne, Nathaniel","1","April, 1996","4","April","1996","7","text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","13.3","11.73","6.71","9154","9.5","66.07","10.8","27.5","3.1","0.11045508282054435","0.5242422135407493","4.95","22.0","0.04","361648","2522","3199","104785.2","73036"
"PR","en","Fathers and daughters -- Fiction,Psychological fiction,Wessex (England) -- Fiction,Runaway husbands -- Fiction,Atonement -- Fiction,Men -- England -- Fiction,Mayors -- Fiction","The Mayor of Casterbridge","Text","1172","143","290","https://www.gutenberg.org/ebooks/143","1840","1928","Hardy, Thomas","28","May 28, 2007","5","May","2007","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.5","10.67","6.17","12316","7.6","71.14","8.8","13.0","3.1","0.06879348474106606","0.46534209909513274","4.87","17.0","0.06","560649","3552","6411","158434.2","115151"
"PR","en","Shakespeare, William, 1564-1616 -- Tragedies","Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth","Text","1171","16966","291","https://www.gutenberg.org/ebooks/16966","1851","1935","Bradley, A. C. (Andrew Cecil)","30","October 30, 2005","10","October","2005","8","text/html; charset=iso-8859-1,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","13.2","11.49","6.1","14305","9.9","65.05","11.200000000000001","3.5","3.1","0.06362006057823832","0.513339048685992","4.91","23.0","0.04","839782","6305","7435","240709.5","171017"
"PS","en","Poetry,Prose poems","The Waste Land","Text","1169","1321","292","https://www.gutenberg.org/ebooks/1321","1888","1965","Eliot, T. S. (Thomas Stearns)","1","January 1, 1922","1","January","1922","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","11.1","11.2","8.04","1039","6.8","78.59","9.200000000000001","10.5","3.1","0.01987178734374862","0.49213501137580956","4.91","18.0","0.05","22985","101","249","6204.6","4678"
"PS","en","Friendship -- Fiction,Married women -- Fiction,Women pioneers -- Fiction,Farmers' spouses -- Fiction,Farm life -- Fiction,Western stories,Women immigrants -- Fiction,Czech Americans -- Fiction,Frontier and pioneer life -- Nebraska -- Fiction,Nebraska -- Fiction,Domestic fiction","My Antonia","Text","1169","242","293","https://www.gutenberg.org/ebooks/242","1873","1947","Cather, Willa","8","July 8, 2008","7","July","2008","6","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","8.4","9.1","5.9","7589","6.0","80.62","8.4","5.5","3.1","0.07605388538849275","0.466176446459264","4.6","16.0","0.06","374190","1318","4997","106157.7","81320"
"PL","tl","Tagalog poetry","Florante at Laura","Text","1165","15845","294","https://www.gutenberg.org/ebooks/15845","1788","1862","Balagtas, Francisco","17","May 17, 2005","5","May","2005","6","text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","14.2","16.12","8.79","6128","9.5","55.24","8.4","10.5","8.8","0.3086806110869673","0.4090225563909774","5.81","16.0","0.06","129058","1946","1343","35552.7","22198"
"B,PA","en","Philosophy, Ancient;Classical literature;Socrates, 470 BC-399 BC","Apology","Text","1165","1656","295","https://www.gutenberg.org/ebooks/1656","-428","-348","Plato","1","February, 1999","2","February","1999","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","13.7","9.12","6.9","1963","11.5","60.99","12.8","19.5","3.1","0.10837310225616682","0.5558113494288605","4.5","27.0","0.04","72343","450","576","21857.4","16077"
"PS","en","New York (N.Y.) -- Fiction;Copyists -- Fiction;Psychological fiction;Young men -- Fiction;Wall Street (New York, N.Y.) -- Fiction","Bartleby, the Scrivener: A Story of Wall-Street","Text","1163","11231","296","https://www.gutenberg.org/ebooks/11231","1819","1891","Melville, Herman","23","February 23, 2004","2","February","2004","6","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","10.7","10.9","7.35","2562","7.9","70.13","9.200000000000001","8.5","3.1","0.05974530867100731","0.49403554766806235","4.91","18.0","0.06","70425","560","796","20652.3","14355"
"PR","en","Pastoral fiction,Wessex (England) -- Fiction,Women farmers -- Fiction,Triangles (Interpersonal relations) -- Fiction,Farm life -- Fiction,Didactic fiction,Love stories","Far from the Madding Crowd","Text","1158","27","297","https://www.gutenberg.org/ebooks/27","1840","1928","Hardy, Thomas","1","March, 1992","3","March","1992","6","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","9.6","10.26","5.95","13224","6.0","80.62","8.4","18.0","3.1","0.06816623574481934","0.4865844551989851","4.8","16.0","0.06","657644","3380","8184","184919.4","137083"
"DG","en","Rome -- History -- Empire, 30 B.C.-476 A.D.;Byzantine Empire -- History -- To 527","History of the Decline and Fall of the Roman Empire — Volume 1","Text","1156","731","298","https://www.gutenberg.org/ebooks/731","1737","1794","Gibbon, Edward","1","November, 1996","11","November","1996","6","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","15.4","13.41","6.16","22459","11.5","55.58","11.600000000000001","7.0","8.8","0.11860222130148845","0.48786011254339334","5.24","24.0","0.04","1390693","13966","10974","408169.8","265618"
"PG","en","Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English;Russia -- Social life and customs -- Fiction","The Lady with the Dog and Other Stories","Text","1151","13415","299","https://www.gutenberg.org/ebooks/13415","1860","1904","Chekhov, Anton Pavlovich","9","September 9, 2004","9","September","2004","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","9.3","9.92","6.07","7396","7.2","72.16","8.4","26.0","3.1","0.05545967187335987","0.5228343797193173","4.74","16.0","0.06","338067","1872","4269","96430.5","71379"
"GR","en","Folklore -- Philippines,Tales -- Philippines","Filipino Popular Tales","Text","1151","8299","300","https://www.gutenberg.org/ebooks/8299","0","0","Unknown","1","June, 2005","6","June","2005","8","text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","8.7","9.57","5.57","14994","6.0","80.62","8.4","8.5","3.1","0.0880103108716048","0.4720872784443607","4.68","16.0","0.06","972186","4602","12825","274944.6","207843"
"DS","en","Jews -- Antiquities","Antiquities of the Jews","Text","1148","2848","301","https://www.gutenberg.org/ebooks/2848","37","0","Josephus, Flavius","1","October, 2001","10","October","2001","7","text/plain; charset=us-ascii,text/plain,text/html; charset=iso-8859-1,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","24.7","10.58","2.98","20405","19.6","39.68","21.200000000000003","18.0","8.8","0.15380614620993593","0.4972428331904584","4.65","48.0","0.02","2498225","14605","11074","729858.6","536947"
"PR","en","Bombings -- Fiction,Political fiction,Conspiracies -- Fiction,Anarchists -- Fiction,London (England) -- Fiction","The Secret Agent: A Simple Tale","Text","1142","974","302","https://www.gutenberg.org/ebooks/974","1857","1924","Conrad, Joseph","24","December 24, 2010","12","December","2010","7","text/html,text/plain; charset=utf-8,text/plain; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","9.7","11.08","6.16","10187","6.8","73.17","8.0","5.5","3.1","0.03568356469375585","0.5063731482420389","4.94","15.0","0.06","445318","3617","5740","128408.4","90158"
"PS","en","Fantasy poetry, American","The Raven","Text","1140","17192","303","https://www.gutenberg.org/ebooks/17192","1809","1849","Poe, Edgar Allan","30","November 30, 2005","11","November","2005","9","image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","14.2","12.94","8.11","1533","10.7","57.61","10.8","11.0","3.1","0.13777828630392389","0.5275976109730627","5.21","22.0","0.05","37227","231","323","10468.8","7148"
"PA","en","Classical literature;Trojan War;Achilles (Mythological character);Epic poetry, Greek -- Translations into English","The Iliad","Text","1134","2199","304","https://www.gutenberg.org/ebooks/2199","-750","-650","Homer","1","June, 2000","6","June","2000","6","text/html; charset=iso-8859-1,text/plain,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","15.2","9.24","6.05","8456","11.8","65.39","14.4","18.0","3.1","0.12809131481052888","0.519804399014607","4.47","31.0","0.03","682552","1629","4904","192713.4","152699"
"PS","en","Short stories;United States -- Social life and customs -- 19th century -- Fiction;Humorous stories, American","The Mysterious Stranger, and Other Stories","Text","1133","3186","305","https://www.gutenberg.org/ebooks/3186","1835","1910","Twain, Mark","19","August 19, 2006","8","August","2006","7","text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","10.1","9.17","6.38","4602","7.6","76.56","10.0","9.0","3.1","0.07524028612637071","0.5116949755219488","4.56","20.0","0.05","188854","873","2056","54099.9","41382"
"","en","","How?: or Spare Hours Made Profitable for Boys and Girls","Text","1131","51315","306","https://www.gutenberg.org/ebooks/51315","0","0","Holbrook, Kennedy","27","February 27, 2016","2","February","2016","7","image/jpeg,text/html; charset=utf-8,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","14.6","10.33","6.32","5698","10.3","69.45","12.8","9.0","3.1","0.09189102609489114","0.4404208886828862","4.71","27.0","0.04","314506","1765","2408","89484.3","66801"
"PR","en","Erotic stories","Laura Middleton; Her Brother and her Lover","Text","1129","28522","307","https://www.gutenberg.org/ebooks/28522","0","0","Anonymous","6","April 6, 2009","4","April","2009","6","text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain","18.8","10.17","6.86","2926","15.0","51.86","16.400000000000002","13.5","8.8","0.160562675869066","0.5318690291726138","4.63","36.0","0.03","148482","979","870","44698.5","32104"
